city,date,MPV,SUV,medium_car,med_large_car,small_car,micro_car,compact_car,EVER,PHEV,FUEL,EV,0-5w,5-10w,10-15w,15-20w,20-25w,25-30w,30-35w,35-40w,40-50w,50-100w,100-150w,150-300w,300-1000w,joint_type,self_owned_type,joint_brand,state_owned_brand,international_brand,self_owned_brand,new_force_brand
张掖,2023-03-01,0.0,400.0,17.0,0.0,0.0,0.0,84.0,0.0,123.0,180.0,198.0,0.0,43.0,221.0,121.0,80.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,304.0,154.0,40.0,43.0,239.0,25.0
张掖,2023-04-01,0.0,378.0,17.0,0.0,0.0,0.0,52.0,0.0,55.0,207.0,185.0,0.0,67.0,202.0,59.0,78.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,221.0,148.0,8.0,78.0,210.0,3.0
张掖,2023-05-01,0.0,418.0,22.0,0.0,0.0,0.0,81.0,0.0,193.0,248.0,80.0,0.0,60.0,241.0,94.0,105.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,281.0,151.0,7.0,89.0,236.0,38.0
张掖,2023-06-01,0.0,488.0,24.0,0.0,0.0,0.0,83.0,0.0,245.0,253.0,97.0,0.0,74.0,245.0,109.0,145.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,319.0,197.0,19.0,79.0,264.0,36.0
张掖,2023-07-01,0.0,403.0,32.0,0.0,0.0,0.0,44.0,0.0,150.0,219.0,110.0,0.0,47.0,160.0,95.0,114.0,25.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,219.0,167.0,8.0,93.0,204.0,7.0
张掖,2023-08-01,0.0,426.0,37.0,0.0,0.0,0.0,53.0,0.0,85.0,248.0,183.0,0.0,38.0,180.0,99.0,142.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,247.0,184.0,11.0,85.0,198.0,38.0
张掖,2023-09-01,0.0,340.0,6.0,0.0,0.0,0.0,52.0,0.0,82.0,152.0,164.0,0.0,41.0,130.0,81.0,92.0,40.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,176.0,133.0,25.0,89.0,123.0,28.0
张掖,2023-10-01,0.0,450.0,37.0,0.0,0.0,0.0,42.0,0.0,116.0,249.0,164.0,0.0,33.0,238.0,106.0,125.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,291.0,165.0,2.0,73.0,278.0,11.0
张掖,2023-11-01,0.0,464.0,36.0,0.0,0.0,0.0,96.0,0.0,176.0,233.0,187.0,0.0,65.0,249.0,140.0,107.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,362.0,175.0,27.0,59.0,306.0,29.0
张掖,2023-12-01,0.0,362.0,9.0,0.0,0.0,0.0,50.0,0.0,69.0,216.0,136.0,0.0,58.0,142.0,86.0,93.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,195.0,120.0,7.0,106.0,163.0,25.0
张掖,2024-01-01,0.0,396.0,35.0,0.0,0.0,0.0,27.0,0.0,135.0,178.0,145.0,0.0,41.0,133.0,117.0,120.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,222.0,165.0,9.0,71.0,201.0,12.0
张掖,2024-02-01,0.0,361.0,6.0,0.0,0.0,0.0,63.0,0.0,110.0,163.0,157.0,0.0,44.0,155.0,99.0,112.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,227.0,135.0,18.0,68.0,174.0,35.0
张掖,2024-03-01,0.0,382.0,35.0,0.0,0.0,0.0,46.0,0.0,147.0,177.0,139.0,0.0,57.0,215.0,47.0,120.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,248.0,171.0,6.0,44.0,212.0,30.0
张掖,2024-04-01,0.0,264.0,24.0,0.0,0.0,0.0,29.0,0.0,81.0,171.0,65.0,0.0,3.0,99.0,83.0,97.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,142.0,99.0,14.0,76.0,112.0,16.0
张掖,2024-05-01,0.0,410.0,39.0,0.0,0.0,0.0,100.0,0.0,35.0,273.0,241.0,0.0,44.0,197.0,126.0,127.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,245.0,211.0,30.0,93.0,191.0,24.0
张掖,2024-06-01,0.0,333.0,22.0,0.0,0.0,0.0,99.0,0.0,160.0,222.0,72.0,0.0,41.0,187.0,103.0,81.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,225.0,160.0,26.0,69.0,163.0,36.0
张掖,2024-07-01,0.0,458.0,5.0,0.0,0.0,0.0,44.0,0.0,83.0,198.0,226.0,0.0,63.0,199.0,132.0,91.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,279.0,142.0,6.0,86.0,266.0,7.0
张掖,2024-08-01,0.0,379.0,40.0,0.0,0.0,0.0,34.0,0.0,158.0,247.0,48.0,0.0,25.0,189.0,105.0,94.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,216.0,115.0,9.0,122.0,196.0,11.0
张掖,2024-09-01,0.0,444.0,7.0,0.0,0.0,0.0,49.0,11.0,136.0,198.0,155.0,0.0,54.0,196.0,139.0,84.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,307.0,94.0,22.0,99.0,244.0,41.0
武威,2022-06-01,0.0,476.0,0.0,0.0,0.0,5.0,1.0,0.0,114.0,120.0,248.0,0.0,5.0,292.0,76.0,60.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,361.0,100.0,0.0,26.0,356.0,0.0
武威,2022-07-01,0.0,293.0,0.0,0.0,0.0,14.0,12.0,0.0,43.0,131.0,145.0,0.0,14.0,137.0,91.0,53.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,194.0,113.0,0.0,26.0,180.0,0.0
武威,2022-08-01,0.0,398.0,0.0,0.0,0.0,1.0,25.0,0.0,78.0,258.0,88.0,0.0,1.0,164.0,75.0,148.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,177.0,178.0,0.0,70.0,176.0,0.0
武威,2022-09-01,0.0,425.0,0.0,0.0,0.0,27.0,23.0,0.0,108.0,217.0,150.0,0.0,27.0,162.0,107.0,128.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,269.0,175.0,0.0,58.0,242.0,0.0
武威,2022-10-01,0.0,521.0,0.0,0.0,0.0,28.0,33.0,0.0,181.0,257.0,144.0,0.0,28.0,238.0,148.0,145.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,337.0,232.0,0.0,41.0,309.0,0.0
武威,2022-11-01,0.0,279.0,0.0,0.0,0.0,40.0,27.0,0.0,92.0,174.0,80.0,0.0,40.0,109.0,66.0,110.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,179.0,166.0,0.0,41.0,139.0,0.0
武威,2022-12-01,0.0,424.0,0.0,0.0,0.0,29.0,39.0,0.0,87.0,222.0,183.0,0.0,29.0,163.0,167.0,97.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,260.0,227.0,0.0,34.0,231.0,0.0
武威,2023-01-01,0.0,421.0,0.0,0.0,0.0,2.0,27.0,0.0,95.0,142.0,213.0,0.0,2.0,268.0,106.0,54.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,315.0,110.0,0.0,27.0,313.0,0.0
武威,2023-02-01,0.0,425.0,0.0,0.0,0.0,26.0,28.0,0.0,80.0,233.0,166.0,0.0,26.0,161.0,111.0,126.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,243.0,234.0,0.0,28.0,217.0,0.0
武威,2023-03-01,0.0,415.0,0.0,0.0,0.0,38.0,32.0,0.0,80.0,237.0,168.0,0.0,38.0,220.0,75.0,132.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,264.0,235.0,0.0,24.0,226.0,0.0
武威,2023-04-01,0.0,419.0,0.0,0.0,0.0,38.0,30.0,0.0,103.0,195.0,189.0,0.0,38.0,206.0,82.0,112.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,274.0,221.0,0.0,30.0,236.0,0.0
武威,2023-05-01,0.0,529.0,0.0,0.0,0.0,30.0,24.0,0.0,244.0,265.0,74.0,0.0,30.0,290.0,86.0,130.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,347.0,220.0,0.0,46.0,317.0,0.0
武威,2023-06-01,0.0,536.0,0.0,0.0,0.0,3.0,24.0,0.0,206.0,275.0,82.0,0.0,3.0,279.0,93.0,170.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,296.0,226.0,0.0,44.0,293.0,0.0
武威,2023-07-01,0.0,443.0,0.0,0.0,0.0,11.0,4.0,0.0,201.0,146.0,111.0,0.0,11.0,254.0,104.0,64.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,307.0,140.0,0.0,22.0,296.0,0.0
武威,2023-08-01,0.0,327.0,0.0,0.0,0.0,27.0,26.0,0.0,64.0,158.0,158.0,0.0,27.0,114.0,103.0,85.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,182.0,208.0,0.0,17.0,155.0,0.0
武威,2023-09-01,0.0,399.0,0.0,0.0,0.0,38.0,13.0,0.0,78.0,186.0,186.0,0.0,38.0,179.0,125.0,75.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,260.0,179.0,0.0,49.0,222.0,0.0
武威,2023-10-01,0.0,363.0,0.0,0.0,0.0,10.0,2.0,0.0,138.0,141.0,96.0,0.0,10.0,154.0,99.0,64.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,209.0,155.0,0.0,21.0,199.0,0.0
武威,2023-11-01,0.0,473.0,0.0,0.0,0.0,22.0,28.0,0.0,149.0,241.0,133.0,0.0,22.0,276.0,112.0,67.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,335.0,163.0,0.0,47.0,313.0,0.0
武威,2023-12-01,0.0,540.0,0.0,0.0,0.0,6.0,30.0,0.0,234.0,229.0,113.0,0.0,6.0,319.0,78.0,131.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,332.0,214.0,0.0,36.0,326.0,0.0
武威,2024-01-01,0.0,336.0,0.0,0.0,0.0,5.0,7.0,0.0,87.0,146.0,115.0,0.0,5.0,167.0,76.0,77.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,223.0,97.0,0.0,33.0,218.0,0.0
武威,2024-02-01,0.0,432.0,0.0,0.0,0.0,12.0,39.0,0.0,101.0,229.0,153.0,0.0,12.0,231.0,103.0,114.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,276.0,189.0,0.0,30.0,264.0,0.0
武威,2024-03-01,0.0,460.0,0.0,0.0,0.0,27.0,22.0,0.0,55.0,225.0,229.0,0.0,27.0,221.0,94.0,135.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,289.0,233.0,0.0,14.0,262.0,0.0
武威,2024-04-01,0.0,448.0,0.0,0.0,0.0,33.0,11.0,0.0,78.0,217.0,197.0,0.0,33.0,206.0,87.0,134.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,282.0,228.0,0.0,15.0,249.0,0.0
武威,2024-05-01,0.0,473.0,0.0,0.0,0.0,10.0,38.0,0.0,75.0,262.0,184.0,0.0,10.0,171.0,131.0,154.0,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,222.0,268.0,0.0,41.0,212.0,0.0
武威,2024-06-01,0.0,254.0,0.0,0.0,0.0,30.0,14.0,0.0,111.0,137.0,50.0,0.0,30.0,104.0,86.0,67.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,184.0,131.0,0.0,13.0,154.0,0.0
武威,2024-07-01,0.0,347.0,0.0,0.0,0.0,24.0,6.0,0.0,42.0,179.0,156.0,0.0,24.0,171.0,103.0,53.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,236.0,146.0,0.0,19.0,212.0,0.0
武威,2024-08-01,0.0,409.0,0.0,0.0,0.0,26.0,20.0,0.0,71.0,284.0,100.0,0.0,26.0,135.0,95.0,174.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,179.0,263.0,0.0,39.0,153.0,0.0
武威,2024-09-01,0.0,444.0,0.0,0.0,0.0,3.0,21.0,0.0,147.0,239.0,82.0,0.0,3.0,226.0,62.0,136.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,241.0,173.0,0.0,57.0,238.0,0.0
白银,2022-06-01,0.0,234.0,0.0,0.0,0.0,141.0,6.0,0.0,261.0,40.0,80.0,0.0,156.0,191.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,280.0,242.0,0.0,0.0,139.0,0.0
白银,2022-07-01,0.0,127.0,0.0,0.0,0.0,32.0,17.0,0.0,39.0,35.0,102.0,0.0,47.0,111.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,114.0,94.0,0.0,0.0,82.0,0.0
白银,2022-08-01,0.0,143.0,0.0,0.0,0.0,75.0,8.0,0.0,75.0,26.0,125.0,0.0,85.0,123.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,135.0,166.0,0.0,0.0,60.0,0.0
白银,2022-09-01,0.0,156.0,0.0,0.0,0.0,118.0,6.0,0.0,156.0,11.0,113.0,0.0,139.0,136.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,231.0,167.0,0.0,0.0,113.0,0.0
白银,2022-10-01,0.0,195.0,0.0,0.0,0.0,134.0,12.0,0.0,106.0,26.0,209.0,0.0,155.0,172.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,261.0,214.0,0.0,0.0,127.0,0.0
白银,2022-11-01,0.0,175.0,0.0,0.0,0.0,104.0,39.0,0.0,82.0,50.0,186.0,0.0,130.0,177.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,208.0,214.0,0.0,0.0,104.0,0.0
白银,2022-12-01,0.0,198.0,0.0,0.0,0.0,119.0,4.0,0.0,92.0,18.0,211.0,0.0,154.0,153.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,238.0,202.0,0.0,0.0,119.0,0.0
白银,2023-01-01,0.0,140.0,0.0,0.0,0.0,71.0,1.0,0.0,104.0,5.0,103.0,0.0,87.0,121.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,175.0,108.0,0.0,0.0,104.0,0.0
白银,2023-02-01,0.0,152.0,0.0,0.0,0.0,150.0,35.0,0.0,64.0,56.0,217.0,0.0,173.0,143.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,239.0,248.0,0.0,0.0,89.0,0.0
白银,2023-03-01,0.0,163.0,0.0,0.0,0.0,57.0,4.0,0.0,98.0,21.0,105.0,0.0,86.0,121.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,157.0,124.0,0.0,0.0,100.0,0.0
白银,2023-04-01,0.0,137.0,0.0,0.0,0.0,78.0,40.0,0.0,82.0,72.0,101.0,0.0,97.0,126.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,180.0,153.0,0.0,0.0,102.0,0.0
白银,2023-05-01,0.0,172.0,0.0,0.0,0.0,141.0,22.0,0.0,83.0,41.0,211.0,0.0,142.0,174.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,230.0,246.0,0.0,0.0,89.0,0.0
白银,2023-06-01,0.0,104.0,0.0,0.0,0.0,45.0,31.0,0.0,80.0,42.0,58.0,0.0,63.0,106.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,118.0,107.0,0.0,0.0,73.0,0.0
白银,2023-07-01,0.0,187.0,0.0,0.0,0.0,55.0,18.0,0.0,132.0,33.0,95.0,0.0,76.0,169.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,164.0,151.0,0.0,0.0,109.0,0.0
白银,2023-08-01,0.0,211.0,0.0,0.0,0.0,63.0,3.0,0.0,106.0,33.0,138.0,0.0,86.0,161.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,179.0,161.0,0.0,0.0,116.0,0.0
白银,2023-09-01,0.0,197.0,0.0,0.0,0.0,43.0,9.0,0.0,98.0,15.0,136.0,0.0,78.0,165.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,183.0,109.0,0.0,0.0,140.0,0.0
白银,2023-10-01,0.0,209.0,0.0,0.0,0.0,54.0,37.0,0.0,141.0,52.0,107.0,0.0,94.0,191.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,202.0,152.0,0.0,0.0,148.0,0.0
白银,2023-11-01,0.0,175.0,0.0,0.0,0.0,50.0,40.0,0.0,100.0,58.0,107.0,0.0,81.0,166.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,172.0,143.0,0.0,0.0,122.0,0.0
白银,2023-12-01,0.0,235.0,0.0,0.0,0.0,124.0,12.0,0.0,128.0,47.0,196.0,0.0,153.0,183.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,253.0,242.0,0.0,0.0,129.0,0.0
白银,2024-01-01,0.0,206.0,0.0,0.0,0.0,117.0,16.0,0.0,187.0,53.0,99.0,0.0,150.0,152.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,234.0,222.0,0.0,0.0,117.0,0.0
白银,2024-02-01,0.0,137.0,0.0,0.0,0.0,96.0,13.0,0.0,62.0,35.0,149.0,0.0,102.0,122.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,156.0,186.0,0.0,0.0,60.0,0.0
白银,2024-03-01,0.0,120.0,0.0,0.0,0.0,97.0,10.0,0.0,49.0,45.0,133.0,0.0,100.0,92.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,158.0,166.0,0.0,0.0,61.0,0.0
白银,2024-04-01,0.0,205.0,0.0,0.0,0.0,114.0,34.0,0.0,231.0,54.0,68.0,0.0,153.0,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,259.0,208.0,0.0,0.0,145.0,0.0
白银,2024-05-01,0.0,186.0,0.0,0.0,0.0,64.0,39.0,0.0,45.0,40.0,204.0,0.0,85.0,203.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,193.0,160.0,0.0,0.0,129.0,0.0
白银,2024-06-01,0.0,177.0,0.0,0.0,0.0,92.0,5.0,0.0,207.0,27.0,40.0,0.0,128.0,124.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,186.0,180.0,0.0,0.0,94.0,0.0
白银,2024-07-01,0.0,224.0,0.0,0.0,0.0,142.0,17.0,0.0,131.0,21.0,231.0,0.0,164.0,215.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,301.0,224.0,0.0,0.0,159.0,0.0
白银,2024-08-01,0.0,153.0,0.0,0.0,0.0,69.0,5.0,0.0,109.0,30.0,88.0,0.0,80.0,122.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,179.0,117.0,0.0,0.0,110.0,0.0
白银,2024-09-01,0.0,186.0,0.0,0.0,0.0,92.0,28.0,0.0,76.0,51.0,179.0,0.0,104.0,179.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,206.0,192.0,0.0,0.0,114.0,0.0
酒泉,2022-06-01,0.0,499.0,0.0,0.0,0.0,14.0,14.0,0.0,231.0,146.0,150.0,0.0,16.0,254.0,78.0,114.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,350.0,107.0,52.0,84.0,284.0,0.0
酒泉,2022-07-01,0.0,378.0,0.0,0.0,0.0,14.0,15.0,0.0,156.0,88.0,163.0,0.0,26.0,184.0,79.0,75.0,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,277.0,101.0,27.0,43.0,236.0,0.0
酒泉,2022-08-01,0.0,553.0,0.0,0.0,0.0,19.0,29.0,0.0,143.0,104.0,354.0,0.0,40.0,301.0,138.0,79.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,456.0,109.0,48.0,55.0,389.0,0.0
酒泉,2022-09-01,0.0,406.0,0.0,0.0,0.0,38.0,7.0,0.0,218.0,80.0,153.0,0.0,49.0,185.0,70.0,95.0,36.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,301.0,136.0,45.0,52.0,218.0,0.0
酒泉,2022-10-01,0.0,415.0,0.0,0.0,0.0,27.0,37.0,0.0,174.0,97.0,208.0,0.0,29.0,195.0,113.0,74.0,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,295.0,153.0,28.0,58.0,240.0,0.0
酒泉,2022-11-01,0.0,466.0,0.0,0.0,0.0,20.0,7.0,0.0,152.0,64.0,277.0,0.0,30.0,271.0,61.0,72.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,384.0,84.0,52.0,45.0,312.0,0.0
酒泉,2022-12-01,0.0,445.0,0.0,0.0,0.0,33.0,23.0,0.0,148.0,128.0,225.0,0.0,47.0,179.0,80.0,119.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,297.0,159.0,50.0,78.0,214.0,0.0
酒泉,2023-01-01,0.0,436.0,0.0,0.0,0.0,13.0,38.0,0.0,138.0,110.0,239.0,0.0,14.0,242.0,77.0,107.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,301.0,152.0,31.0,47.0,257.0,0.0
酒泉,2023-02-01,0.0,552.0,0.0,0.0,0.0,20.0,37.0,0.0,123.0,140.0,346.0,0.0,45.0,262.0,128.0,149.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,394.0,168.0,54.0,67.0,320.0,0.0
酒泉,2023-03-01,0.0,553.0,0.0,0.0,0.0,1.0,23.0,0.0,173.0,152.0,252.0,0.0,36.0,322.0,84.0,101.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,396.0,126.0,18.0,56.0,377.0,0.0
酒泉,2023-04-01,0.0,583.0,0.0,0.0,0.0,33.0,30.0,0.0,229.0,156.0,261.0,0.0,47.0,283.0,176.0,115.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,448.0,160.0,50.0,71.0,365.0,0.0
酒泉,2023-05-01,0.0,546.0,0.0,0.0,0.0,5.0,37.0,0.0,184.0,159.0,245.0,0.0,31.0,274.0,138.0,75.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,385.0,125.0,14.0,83.0,366.0,0.0
酒泉,2023-06-01,0.0,474.0,0.0,0.0,0.0,25.0,10.0,0.0,222.0,165.0,122.0,0.0,63.0,168.0,117.0,99.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,301.0,132.0,29.0,101.0,247.0,0.0
酒泉,2023-07-01,0.0,549.0,0.0,0.0,0.0,5.0,9.0,0.0,240.0,144.0,179.0,0.0,37.0,270.0,121.0,87.0,9.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,398.0,90.0,25.0,80.0,368.0,0.0
酒泉,2023-08-01,0.0,510.0,0.0,0.0,0.0,22.0,35.0,0.0,215.0,100.0,252.0,0.0,52.0,243.0,126.0,85.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,378.0,141.0,61.0,70.0,295.0,0.0
酒泉,2023-09-01,0.0,515.0,0.0,0.0,0.0,14.0,16.0,0.0,183.0,90.0,272.0,0.0,32.0,277.0,106.0,61.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,379.0,118.0,32.0,62.0,333.0,0.0
酒泉,2023-10-01,0.0,571.0,0.0,0.0,0.0,29.0,33.0,0.0,141.0,103.0,389.0,0.0,64.0,320.0,93.0,116.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,477.0,134.0,46.0,51.0,402.0,0.0
酒泉,2023-11-01,0.0,365.0,0.0,0.0,0.0,2.0,11.0,14.0,149.0,123.0,92.0,0.0,8.0,122.0,127.0,82.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,239.0,70.0,33.0,71.0,190.0,14.0
酒泉,2023-12-01,0.0,482.0,0.0,0.0,0.0,29.0,38.0,11.0,275.0,152.0,111.0,0.0,68.0,242.0,109.0,76.0,14.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,366.0,104.0,18.0,108.0,308.0,11.0
酒泉,2024-01-01,0.0,466.0,0.0,0.0,0.0,21.0,13.0,0.0,165.0,99.0,236.0,0.0,50.0,180.0,90.0,143.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,322.0,144.0,78.0,55.0,223.0,0.0
酒泉,2024-02-01,0.0,430.0,0.0,0.0,0.0,13.0,2.0,0.0,75.0,77.0,293.0,0.0,17.0,209.0,89.0,95.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,319.0,120.0,54.0,19.0,252.0,0.0
酒泉,2024-03-01,0.0,582.0,0.0,0.0,0.0,29.0,4.0,0.0,177.0,115.0,323.0,0.0,48.0,317.0,77.0,125.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,432.0,150.0,46.0,62.0,357.0,0.0
酒泉,2024-04-01,0.0,417.0,11.0,0.0,0.0,7.0,6.0,11.0,59.0,73.0,298.0,0.0,23.0,228.0,108.0,65.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,349.0,90.0,35.0,9.0,296.0,11.0
酒泉,2024-05-01,0.0,485.0,0.0,0.0,0.0,33.0,26.0,21.0,168.0,88.0,267.0,0.0,51.0,274.0,132.0,46.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,379.0,140.0,18.0,58.0,307.0,21.0
酒泉,2024-06-01,0.0,493.0,0.0,0.0,0.0,3.0,4.0,12.0,221.0,89.0,178.0,0.0,18.0,269.0,79.0,101.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,374.0,80.0,43.0,49.0,316.0,12.0
酒泉,2024-07-01,0.0,388.0,0.0,0.0,0.0,27.0,13.0,0.0,194.0,76.0,158.0,0.0,29.0,138.0,123.0,98.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,284.0,144.0,67.0,27.0,190.0,0.0
酒泉,2024-08-01,0.0,572.0,0.0,0.0,0.0,25.0,40.0,11.0,264.0,106.0,256.0,0.0,40.0,285.0,168.0,87.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,461.0,141.0,63.0,60.0,362.0,11.0
